the_geom,BIN,NAME,Height Roof
"MULTIPOLYGON (((-74.003576163804 40.727978572769, -74.003577426408 40.727970783327, -74.003587871572 40.727906256134, -74.0036039706 40.727806823235, -74.003658953064 40.72781198862, -74.003651037896 40.727860751431, -74.003636266672 40.727866512454, -74.003632794828 40.727887896049, -74.003646750867 40.727889206748, -74.003643948781 40.727906470494, -74.003640656787 40.727926489812, -74.00362087767 40.727939826073, -74.003614010879 40.727982128596, -74.003576163804 40.727978572769)))",1008129,,63.19
"MULTIPOLYGON (((-73.999525069747 40.724203725452, -73.99956356342 40.724158080584, -73.999574385577 40.724145247464, -73.999832537212 40.724271255501, -73.999858192755 40.724283778019, -73.999821852275 40.724326870044, -73.999808877072 40.724342256127, -73.999550539375 40.724216157986, -73.999525069747 40.724203725452)))",1007603,,80.9
"MULTIPOLYGON (((-74.002470336041 40.727788239642, -74.002506998611 40.727743732995, -74.002630717538 40.727802715369, -74.002594055017 40.727847222055, -74.002470336041 40.727788239642)))",1008139,,35.49
"MULTIPOLYGON (((-73.997104754958 40.713809848579, -73.997201338794 40.713802600053, -73.997208405332 40.713857114437, -73.997209334051 40.713864279823, -73.997214151561 40.713901445815, -73.99721560557 40.713912659008, -73.9972240942 40.71397813534, -73.997127511295 40.713985384785, -73.997108344383 40.713837534869, -73.997104754958 40.713809848579)))",1003527,,51.7
"MULTIPOLYGON (((-73.984578298185 40.726402922681, -73.984608939334 40.726360798261, -73.984617941748 40.726348422866, -73.984639964104 40.726343726048, -73.984671100123 40.726300922694, -73.984683422552 40.726294560435, -73.984696532438 40.726276537587, -73.984690641814 40.726274057703, -73.984732250741 40.726216855681, -73.984791045706 40.726241608552, -73.984749436815 40.726298810594, -73.984741463104 40.72629545244, -73.984728353226 40.726313476194, -73.984729933014 40.726325690909, -73.984698797021 40.72636849518, -73.984699024611 40.726382558461, -73.984689153108 40.726396129623, -73.984659381094 40.726437058304, -73.984578298185 40.726402922681)))",1005785,,59.59
"MULTIPOLYGON (((-73.998445063468 40.725512508509, -73.998517049035 40.725428788213, -73.998523514162 40.725432005816, -73.998769080525 40.725554214104, -73.998697095139 40.725637933655, -73.998516452184 40.725548030937, -73.998445063468 40.725512508509)))",1077774,,94.41367064
"MULTIPOLYGON (((-74.00252895889 40.720205676267, -74.002561089399 40.720174350419, -74.002549380024 40.720167396942, -74.002602992976 40.72012098076, -74.002612543487 40.720127366059, -74.002628066718 40.720113926496, -74.002678947658 40.720150110511, -74.002585156097 40.720232222048, -74.002577362056 40.720227275722, -74.002571471605 40.720232650097, -74.00252895889 40.720205676267)))",1087898,,45
"MULTIPOLYGON (((-73.992910967892 40.726372310151, -73.99304301935 40.726218019565, -73.993201256691 40.726296401224, -73.993456616982 40.726422890719, -73.993324567258 40.726577181775, -73.992910967892 40.726372310151)))",1008495,,141
"MULTIPOLYGON (((-73.99406953805 40.723827105059, -73.993829638164 40.723760098158, -73.99385546391 40.723696651444, -73.994152669252 40.723779663268, -73.994122621816 40.723841931066, -73.99406953805 40.723827105059)))",1007898,,17.50174586
"MULTIPOLYGON (((-74.004525677584 40.708898201917, -74.004548495981 40.708877524979, -74.004545295867 40.708873583568, -74.004366654606 40.708653531654, -74.004617008626 40.708535839465, -74.004842645141 40.708813778391, -74.004931283163 40.708922962513, -74.004717041358 40.709023679268, -74.004525677584 40.708898201917)))",1083353,,26
"MULTIPOLYGON (((-73.983854778175 40.724112480841, -73.983949213155 40.723983775226, -73.984007017566 40.724008323951, -73.984030237101 40.72401818505, -73.984017276704 40.724035848545, -73.983935802229 40.724146890731, -73.983854778175 40.724112480841)))",1005040,,52.09
"MULTIPOLYGON (((-73.986816439398 40.727799167058, -73.986841634474 40.72776422659, -73.986860649 40.72775522187, -73.986875672013 40.727734385806, -73.98688992744 40.727740334391, -73.986912384975 40.72770918924, -73.986898130736 40.727703240658, -73.986910488472 40.727686101776, -73.986928907253 40.727660558229, -73.986928898819 40.727643206321, -73.986964960789 40.727593195239, -73.987046466608 40.727627208555, -73.98701040468 40.727677220562, -73.986989684533 40.727685921643, -73.986958908044 40.727728604088, -73.986948888762 40.72772442279, -73.986938629133 40.72773865237, -73.986926431239 40.727755568848, -73.98693644934 40.727759749247, -73.986921425156 40.727780584419, -73.98692314044 40.727798239992, -73.986897001718 40.727834489711, -73.986893228201 40.727839723039, -73.9868117222 40.727805709616, -73.986816439398 40.727799167058)))",1006353,,57.63
"MULTIPOLYGON (((-74.012818387597 40.714255422631, -74.012819310025 40.714251890726, -74.012900601274 40.714287930884, -74.013200461088 40.714420873481, -74.013227323556 40.714432782351, -74.01322950844 40.71443375105, -74.013171685035 40.714678813621, -74.013170216386 40.714685039919, -74.013110446156 40.714938350449, -74.01269189827 40.714739879817, -74.012725074134 40.714612815917, -74.012796494117 40.714339276111, -74.012803894836 40.714310929917, -74.012808742316 40.71429236355, -74.012818387597 40.714255422631)))",1001417,,145.51
"MULTIPOLYGON (((-73.983119758805 40.72298841714, -73.983038838291 40.722954324565, -73.983047391784 40.722942573275, -73.983028858214 40.722934764928, -73.983020305903 40.722946516217, -73.982984306286 40.722931349024, -73.982920941888 40.722904653043, -73.982914397156 40.722901895612, -73.982912361543 40.722901038926, -73.982954476648 40.722843179323, -73.982955113369 40.722843447769, -73.983187118989 40.722941194368, -73.983212506222 40.722951889822, -73.983170392455 40.723009749518, -73.983119758805 40.72298841714)))",1004998,,57.94
"MULTIPOLYGON (((-73.989610217885 40.718245348467, -73.98962722445 40.718213217097, -73.98964648447 40.718219118072, -73.989675656626 40.718164002268, -73.989685893757 40.718167138761, -73.989702702557 40.718135381975, -73.98969246543 40.718132245483, -73.989703773894 40.71811087919, -73.989684515084 40.718104978225, -73.989713549828 40.718050123545, -73.989817441804 40.718081957707, -73.989790803307 40.718132285761, -73.989773423043 40.7181322518, -73.989750041357 40.718176426047, -73.989734273801 40.718171594306, -73.989725021745 40.718189074183, -73.989740790488 40.718193905925, -73.989728733807 40.718216684155, -73.989740223083 40.718227847002, -73.98972950537 40.718248097618, -73.989714110115 40.718277182721, -73.989610217885 40.718245348467)))",1005295,,68.9
"MULTIPOLYGON (((-73.99053701047 40.720433153421, -73.990543981335 40.72041942482, -73.990501554152 40.72040695467, -73.990494583279 40.720420683268, -73.990485529275 40.720418022415, -73.990425785886 40.720400462024, -73.990466472229 40.720320333529, -73.990457101054 40.720317578994, -73.990460661075 40.720310568819, -73.990538775123 40.720333528359, -73.990532466071 40.720345955777, -73.990575247096 40.720358529504, -73.990578930234 40.720351276198, -73.990645780716 40.720370925369, -73.990663655218 40.720370233427, -73.990730459587 40.720389869038, -73.990686214697 40.720477007807, -73.99053701047 40.720433153421), (-73.990627257994 40.720410997452, -73.990598938684 40.720401219209, -73.990586515263 40.720422048788, -73.990613389498 40.720431328034, -73.990615309718 40.720428108868, -73.990632494128 40.720427990499, -73.990623825988 40.720416751431, -73.990627257994 40.720410997452)))",1077623,,75.78
"MULTIPOLYGON (((-73.991387248615 40.720483638791, -73.991338206478 40.720469038749, -73.991370497945 40.720406252223, -73.991620264077 40.720480609556, -73.991648573086 40.720489037683, -73.991640259955 40.720505201231, -73.991616953096 40.720550521297, -73.991616283025 40.720551824286, -73.991614924323 40.720551419858, -73.991387248615 40.720483638791)))",1005599,,63.69
"MULTIPOLYGON (((-74.011689600459 40.711236482694, -74.011656575035 40.711223982449, -74.011649231534 40.711235216166, -74.011631215195 40.711228396618, -74.011608305625 40.711263444115, -74.011193827713 40.711106563034, -74.011200642426 40.711096138056, -74.011066040741 40.71104519026, -74.011136419261 40.710937525582, -74.011093837443 40.710921407847, -74.011264760619 40.710659932375, -74.011291949938 40.710670223452, -74.011346592515 40.710586630843, -74.011370560381 40.710595702927, -74.011391876216 40.710563093315, -74.011935919434 40.710769015668, -74.011914002791 40.710802543963, -74.011931215455 40.710809059178, -74.011922123446 40.710822969414, -74.011954392471 40.710835183299, -74.011973797417 40.710805495937, -74.012238248506 40.710905589635, -74.012046161736 40.71140809502, -74.011670392838 40.711265867415, -74.011689600459 40.711236482694)))",1088797,,"1,064"
"MULTIPOLYGON (((-74.013925427568 40.711534759155, -74.013994721159 40.711301373436, -74.014001177217 40.71130382204, -74.014089183212 40.711337193242, -74.014056922671 40.711491640215, -74.014038384142 40.711580395034, -74.014037229023 40.711579927809, -74.014021153227 40.711573433483, -74.013925427568 40.711534759155)))",1088803,,25.96301179
"MULTIPOLYGON (((-73.982921927095 40.721022784276, -73.982977535507 40.720917009624, -73.98298396433 40.72090478075, -73.982942337224 40.720892112523, -73.98294924327 40.720878974207, -73.982932013943 40.720873730687, -73.982953685322 40.720832509459, -73.983092151933 40.720874648518, -73.983001537484 40.721047011664, -73.982921927095 40.721022784276)))",1004135,,58.58
"MULTIPOLYGON (((-73.979537299709 40.700556459069, -73.979545840935 40.700357488806, -73.979835420854 40.700364687263, -73.979826881675 40.700563657546, -73.979537299709 40.700556459069)))",3396651,,23.4513812
"MULTIPOLYGON (((-73.98752314006 40.700592066011, -73.98752315314 40.700591722017, -73.98755523853 40.700592749372, -73.987554869857 40.700602778337, -73.987554118237 40.700623248699, -73.987552685164 40.700662261434, -73.987550891748 40.700711045588, -73.987550040232 40.700734198564, -73.987549845189 40.700739518769, -73.987516074819 40.7007384381, -73.987516317074 40.700733761766, -73.987517447961 40.700709980262, -73.98751981888 40.700660861181, -73.987521693283 40.700622022293, -73.98752267562 40.700601678028, -73.98752314006 40.700592066011)))",3795006,,83
"MULTIPOLYGON (((-73.994875113016 40.724548433727, -73.994900637759 40.724496084649, -73.995028589026 40.724532195264, -73.995002987434 40.724584521854, -73.994922628556 40.724561843515, -73.994875113016 40.724548433727)))",1007918,,39.29
"MULTIPOLYGON (((-74.007466439753 40.717992364825, -74.00747994197 40.717975136289, -74.00763958563 40.718047566441, -74.007627692816 40.718062740825, -74.00757731456 40.718127023467, -74.007491903715 40.718236004291, -74.00740363119 40.718348637703, -74.007250664936 40.718279236122, -74.007243987066 40.718276206326, -74.007450711614 40.718012432813, -74.007466439753 40.717992364825)))",1002002,,122.95525793
"MULTIPOLYGON (((-74.003643779628 40.724706946252, -74.003640408052 40.724697337024, -74.003587994403 40.724671688562, -74.003589787526 40.724669567807, -74.003549528001 40.724649865912, -74.003546796298 40.724653097924, -74.003519266145 40.724639626249, -74.00350363257 40.724642176969, -74.003476720313 40.724629006936, -74.003444532387 40.724613255294, -74.003490657708 40.724558699247, -74.003553061527 40.724589237211, -74.003555836491 40.72459822691, -74.003582256338 40.724611155603, -74.003579829174 40.724620650649, -74.003610831083 40.724635821462, -74.003622927727 40.724630228018, -74.003675426582 40.724655917884, -74.003688689318 40.724653829179, -74.003750248163 40.724683953728, -74.003727612254 40.724710727507, -74.003705339686 40.724737070825, -74.003680649133 40.724724988584, -74.003643779628 40.724706946252)))",1007350,,77.89
"MULTIPOLYGON (((-74.008986464915 40.706653336385, -74.009008804137 40.706628712853, -74.008895727394 40.7065693032, -74.008915099259 40.706547950573, -74.008915675457 40.706547315668, -74.008872957689 40.706524871919, -74.009090122278 40.706268484742, -74.009122476801 40.706285483839, -74.009131819853 40.706290392687, -74.009131545362 40.70629069438, -74.009119470131 40.706304004898, -74.009311420174 40.706404854922, -74.009367184019 40.706434152141, -74.009370137832 40.706435704383, -74.00920851703 40.706613851213, -74.009112579634 40.706719596909, -74.009016500096 40.7066691164, -74.008986464915 40.706653336385)))",1001005,,495.57990608
"MULTIPOLYGON (((-73.978409951232 40.699389040631, -73.978551095903 40.699300765476, -73.978713025191 40.699450736246, -73.978571879234 40.699539011598, -73.978409951232 40.699389040631)))",3335176,121,47
"MULTIPOLYGON (((-73.986319991073 40.727914938923, -73.986340202793 40.727886909379, -73.986356754604 40.727863953766, -73.986370980735 40.727862570468, -73.986407842474 40.72781145113, -73.986418245224 40.72781579191, -73.986426533541 40.72780429789, -73.986416130793 40.72779995621, -73.986433985005 40.727775195219, -73.986431232285 40.727760667884, -73.986458301889 40.727723128852, -73.986465075797 40.727713735538, -73.986545548217 40.727747318644, -73.986511705928 40.727794251013, -73.98649139838 40.727799154606, -73.986473752575 40.727823625666, -73.986466474552 40.727820588295, -73.986441087442 40.72785579701, -73.986444863061 40.727863689515, -73.986429650436 40.727884787549, -73.986428394163 40.727886529885, -73.986437228334 40.727897536946, -73.986400463662 40.727948521228, -73.986319991073 40.727914938923)))",1006327,,72.4
"MULTIPOLYGON (((-73.994580596935 40.71753860814, -73.994591018333 40.717518711857, -73.994569767367 40.717498485398, -73.99446109741 40.717465533257, -73.994448182081 40.71747371377, -73.994436998335 40.717495064327, -73.994421638903 40.717490406146, -73.994357287428 40.717470892557, -73.994424257353 40.717343035075, -73.994491014771 40.717363279055, -73.994478479256 40.717387211315, -73.994479897214 40.717400375042, -73.994601795026 40.717437338659, -73.994615037025 40.717428620539, -73.994627572499 40.717404687364, -73.994660335254 40.717414622415, -73.994709755751 40.717429608285, -73.994642785103 40.717557465031, -73.994580596935 40.71753860814)))",1003942,,66.74
"MULTIPOLYGON (((-73.982991885205 40.727499711164, -73.983000969399 40.727502628353, -73.983084985826 40.727537692137, -73.983039573492 40.727600667957, -73.983028106956 40.727595882764, -73.982967358488 40.72757052987, -73.982952954316 40.727564518642, -73.982945139137 40.727561257643, -73.982991885205 40.727499711164)))",1077656,,55.89
"MULTIPOLYGON (((-73.994739324869 40.722486672448, -73.994608055751 40.722459331409, -73.994630441323 40.722402438258, -73.994633685091 40.722394194244, -73.994650496873 40.722397695307, -73.994692283696 40.722406398864, -73.994762261411 40.722420974113, -73.994845097747 40.722438228012, -73.994956687249 40.722461469701, -73.995039723713 40.722478763992, -73.995013505305 40.722543778752, -73.994739324869 40.722486672448)))",1084915,,88.31
"MULTIPOLYGON (((-73.996108520217 40.713178116397, -73.996118838776 40.713177257658, -73.996115569041 40.713154528657, -73.996115055632 40.713150958115, -73.996130121029 40.71314970331, -73.996125266109 40.713115956507, -73.996116424512 40.713116692827, -73.996114368509 40.71310239715, -73.996097827353 40.713103774372, -73.996096825379 40.713096814291, -73.996103575808 40.7130962517, -73.996100931873 40.713077868585, -73.996110628474 40.71306754996, -73.996106977831 40.713042172544, -73.996086890822 40.713027739378, -73.996085091532 40.713015229422, -73.996079958648 40.712979543807, -73.996170538964 40.712971999674, -73.996177679408 40.713021639665, -73.996166848976 40.713033769184, -73.996170575352 40.713059670699, -73.996184711027 40.713070531327, -73.996186032414 40.713079720182, -73.996188524952 40.71309704429, -73.996166273627 40.713098897703, -73.996171986226 40.713138612217, -73.996189703744 40.713137136868, -73.996196618269 40.713185212662, -73.996199378168 40.713204395432, -73.996198400632 40.713204477347, -73.996113331363 40.713211561527, -73.996108520217 40.713178116397)))",1003404,,66.68
